,userName,numStar,title,reviewDate,reviewContent,numHelpful,numUnhelpful
3067,Cherry,5,This version should have been the original release,1 month ago,"We have the previous Switch and so this is an upgrade. Not too much different other than the screen is a bit bigger, the dock received a little do over, and the graphics appear a bit more vibrant. If purchasing a Switch for the first time. I would recommend to pay the additional $50 to get this switch. In hand held mode when playing for long hours, I think putting thumb grips on the controls helps with thumb fatigue.",0,0
3068,Checob,2,Switch oled green tint issue,11 months ago,"I will give 2 stars because the console came with issues. I have returns a couple because of the same issue, the issue is call green tint and it makes yiur screen ñooks green in areas that are not supposed to be green.",0,0
3069,NHLDNAHALSEY,5,"Gorgeous Screen, Moderate Upgrade",10 months ago,"I knew what I was getting into with the Switch OLED.  I can't rate it based on what I want it to be, but rather what it is.  The kickstand is much better, it's completely functional now and no longer cheap and flimsy.  The sound is improved marginally.  The new screen real estate is appreciated and it's absolutely gorgeous.  The OLED screen really makes the colors pop and blacks are deep.  It frankly is a game changer if you're playing handheld or tabletop.  A night and day difference.",0,0
3070,OliviaW,5,Love This,10 months ago,"Really great system, awesome picture. Haven’t even hooked it up to the tv yet, having too much fun with it as a handheld.",0,0
3071,Zella6,5,Great purchase.  If…,8 months ago,"Summary at bottom below the line:

It’s great! The OLED screen is a really nice improvement! MUCH more vibrant, and bigger. If you are buying your first Switch and you plan to play handheld at all, I feel like it’s worth the extra 50 dollars. The redesigned kickstand works better for tabletop mode than the old one. I don’t really use that but it’s still nice to know it’s there.  If you play online a lot, the Ethernet port may improve the stability of your connection in tv mode.  Overall it feels a bit more solid in your hands than the base model. Less creaky in your hands where the joycons connect to the unit. On paper the difference in screen size doesn’t seem that big, but when you are actually playing, it is a lot better. Most reviews I have seen, say that the speakers are improved as wel,l if only in their placement. I have not noticed that much difference, but it sounds good either way.
_________________________________________________________
If you already have a switch and play primarily on the TV you probably don’t need this.

If you already have a switch and play a decent amount of hand held, it is a nice NON-ESSENTIAL upgrade which I personally I’m very glad I made. After all you can still get around $200 or so for a base model switch, so you can recoup a chunk of your money.

If it’s for a little kid, they probably won’t appreciate the difference too much so I would go with a base model or a switch lite.

If you are a teen or an adult go with this model unless you really don’t care about handheld play.

Happy Gaming!",0,0
3072,otorocor,5,Worth upgrade for portable play,4 months ago,"If you play the majority of your time in portable mode the OLED switch is essential. The added clarity, color saturation, and black levels are beautiful to behold. If you only play docked there is no differences worth the upgrade.",0,0
3073,Fakie,5,"looks cool, better than regular",2 months ago,"Oled model is great, however upgrading to a oled tv might be a better option. I like the screen on this, the white as well.",0,0
3074,Manda,5,Fun for the whole family,11 months ago,"Great graphics. love the handheld. You don't have to bring the doc system with you when you travel, and just want to play on the handheld.",0,0
3075,Neft,5,Beautiful Screen,11 months ago,"Noticeable difference between this model and the non OLED model! Love the vivid mode setting, really makes colors pop! Definitely worth the money!",0,0
3076,BestBuyCustomer,1,Poorly Designed Product (Remote),11 months ago,"Incredibly poor design of remote allows 6-year old child to improperly connect remote to Joy-Con grip, making it impossible to remove the grip — even after reviewing and trying all available help procedures. Have us wondering whether design flaw is purposeful to get folks to buy replacement? I would expect a company with the engineering know-how of Nintendo  to be able to develop a smarter design.",10,8
3077,Eyezuponu13,5,Love it,3 months ago,My son took over my switch so i decided on the OLED model and WOW. The picture is so much brighter and crisper. The white joycons are stylish and sleek.,0,0
3078,VR4nic,1,Used Switch,1 year ago,"The Switch OLED is great but Best Buy has been horrible with this purchase and my previous one too. My oled switch was clearly opened and played with. The joycons were not in bags and the switch itself was covered in fingerprints. I believe someone at Best Buy opened my switch and used it for a few days. This makes sense because when I ordered it showed “in stock” at my local store but after I payed I got a notification say it won’t be ready for pickup for 5 days, which is probably when a employee used it for a few days. Best Buy isn’t much better the Wish.com now a days! My last purchase (2TB Samsung 980pro SSD) wasn’t even in the box! Luckily Best Buy did replace it but wow what a bunch of amateurs!",14,15
3079,Stephen,5,A worthy upgrade!,1 year ago,"If you are a avid player of the Nintendo Switch I would definitely recommend the OLED version. The image brightness, clarity, and color of the new screen is worth the price. The build quality also has a slightly different feel in a good way! The new dock also has the built in ethernet which is nice and also doesn't feel as snug when you drop the switch in for docked mode if you are worried about scratching the screen on the way down. A lot of these features will be more beneficial if you are a handheld player but that's not to say it still cant be enjoyed if you like to play in docked mode. I hope these become plentiful as time goes on!",0,0
3080,Meagatron,5,Great Upgrade,1 month ago,I had the original switch and i upgraded to the OLED with little apprehension. I mean if you look at the comparison its the switch with more memory and a slightly bigger/better screen. However i still fell in love with this console bc i spend most of my gameplay in handheld mode and it has made a world of difference. If you find yourself playing mostly in handheld mode it is very much worth the upgrade!,0,0
3081,DADOF4,5,Beautiful,8 months ago,"Beautiful console. I didn’t think it was worth the upgrade but once you see them both side to side, it’s hard playing the old system. If you’re looking to get your first switch, no question, get this version of the console. Oled display is sharp and crisp and slightly larger.  If you own a previous switch and If you mostly play on tv, then I don’t think it’s worth the upgrade.",0,0
3082,emmynat,5,Great system,6 months ago,I've really enjoyed the Switch OLED. The display is beautiful and I love the flexibility in that I can play on my TV or take it with me and play in handheld mode. I've only played a couple games so far but I'm looking forward to signing up for the online service to get my fix of some retro NES games as well!,0,0
3083,heime2003,4,u cant go back on LED screen after this,10 months ago,"oled screen is a game changer. it displays so much vibrant colors and richer details. im satisfied on that department but as for switch console itself (including previous LED model), i have a few gripes on design of those. first one is left right shoulder button function while playing youtube videos. i  hit those buttons accidentally while grabbing controller on viewing youtube stuffs. there should be a way to disable shoulder buttons not to skip to next videos and go back previous video
second one is why there is no function to surf webpages like most tablet pcs do. considering its price, it should have allowed people to use it on regular web surfing",2,0
3084,steamingirlie,5,Nintendo Switch OLED is Fantastic,1 month ago,"I love this Nintendo Switch OLED! I have had my Little Nintendo Switch Lite for years but felt it was time for an upgrade. It is easy to set up and gives you options for play. You can play on tv, on your handheld or with the convenient adjustable stand. It charges quickly and explains a lot to you. Tons of games you can get for it!",0,0
3085,Jimmy,5,Beautiful screen,11 months ago,"It's a great upgrade if you own an original Switch from 2017-2018.  I sold my original Switch for more than the original value since it was a HAC-001 moddable unit and bought this one.  Kind of puts the Switch Lite in an awkward position considered this was designed with more of an emphasis in handheld with the screen.  Nonetheless with the combination of the double battery life, beautiful screen, and wired dock, you're getting the best model right now.  It is worth the extra $50 if you're a first time buyer.",0,0
3086,Vee00,5,Fun anywhere,2 weeks ago,The portability is next to none. The entire family can join in on the fun. I like the variety of games especially where multiplayer is supported (most Nintendo Switch games support local multiplayer). What an excellent way to paas timw whether you are traveling or have down time ar home.,0,0
3087,miguel1208,5,good,8 months ago,the color is very nice the design the screen the sound everything is perfect,0,0
3088,jumbo,5,Definitely worth the upgrade.,5 months ago,"Bigger screen, OLED, way better kickstand, Ethernet on the dock. That’s about it, but I play handheld 97% of the time so this is a fantastic upgrade compared to 2017 Switch. No buyers remorse here, I’m giving away my old Switch to family.",0,0
3089,EvD1,5,Great Switch!  Lots to say,11 months ago,"If you’re able to snag yourself an OLED model definitely do. It is definitely worth the upgrade if you have a gen 1 switch. If you don’t have one at all definitely get this one if you are able to. The battery lasts longer than I thought it would. The screen is perfect and I wouldn’t worry about screen burn-in since I have seen people do tests with it leaving it on for weeks with no screen burn. The only thing that has happened with that test was that the screen didn’t appear as bright after the test.

The doc is a really nice step up. I love that the entire back comes off rather than it having a little hinge like the previous ones.  Apparently this doc has little upgrades hidden inside of it for future updates but of course don’t know for sure what that will mean for the OLED model. 

The joycons are the same as all the others just white.

The Switch is just slightly longer by a fraction of an inch. My OLED fits in a case I got that was intended for the older models so don’t worry about it not fitting unless your current switch fits really snug tight in the case and you upgrade to this one.

If you get this switch get a screen protector!!!  Can not stress that enough. So glad I got one for it because with all the upgrades with the doc, it still will scratch your screen. My screen protector got scratches on the far left and right of the screen protector after putting it in the doc a couple times. The screen is safe thanks to the screen protector.  Also this switch has a film over the screen already to protect it and you. When I say “and you” I mean that since the screen is glass and you drop it, the protective film that was put on it by Nintendo will keep the glass from scattering all over the place. Best thing to do is to not remove that protective layer. Never remove it!

One downside with mine that others probably have experienced with their switches OLED and older was that my left joycon’s joystick made a springy noise when I would rotate it to the top left position. This has happened to some people and I was one of the lucky ones for this to happen to.",0,0
3090,Anarkyy,5,Looks Great,6 months ago,"It looks really good, I recommend getting the OLED  Model if you’re a first time Switch user like me.",0,0
3091,Chris,5,Nice Upgrade from Switch Ver. 1,1 year ago,"Very happy I picked the OLED up on day 1. I have owned a Switch since the first year it was released so I was anxious for an upgrade. Sure I wish it was a pro model but the upgrades Nintendo did provide were more than enough for me to purchase it. It has better battery life than gen 1, more memory, the white is slick and looks great with my PS5. Last but certainly not least the screen is bigger and so much more vivid than gen 1. 
Very happy with my purchase and just the Switch in general. It has become my go to gaming unit in my busy like of work and raising a family.",0,1
3092,Ismael,5,Worth it,1 month ago,This thing gas. Favorite thing about it is the color on the screen. Perfect for parties to,0,0
3093,510G,5,Bigger and Better,1 month ago,"Definitely worth the purchase. If you're thinking of upgrading or purchasing one, you won't be disappointed. Had the first Switch, but this is such a nice upgrade. The bigger and brighter screen alone is worth it for me, but it also sounds louder and I've been enjoying it a lot. Good for the kids too as I let my younger sibling and cousins use it and the different ways to play it makes it a great option.",0,0
3094,Dave,5,Can finally play Pokémon,4 months ago,Only reason I purchased this is to play Pokémon sword. Battery life is great and the oled screen looks beautiful. Only issue is I have to be in airplane mode to stop my Bluetooth headphones from disconnecting.,0,0
3095,WestWard59,5,"Best Switch on the market, get it when you can",5 months ago,"Way better than the regular switch and the lite. Screen size, there is no comparison, the large screen is amazing. Design quality is perfect. The joycon fit could be a little tighter as to not jiggle, but im not really complaining",0,0
3096,Realist,5,Far better than the nay sayers say.,1 year ago,"Do not listen to these naysayers.  I have the switch from the first revision, with the larger battery and more efficient processor that was released in 2019 so I'm not even coming from the original switch with the horrible battery life here.  

At first, I was hesitant to open the package, as I heard people mutter their bunk about this console not being worth the money.  However, after opening the thing and powering it on, I was very surprised by how much better the screen was over all previous versions.  To say it is beautiful, doesn't do it justice and it's bigger than the other switch displays.

The other thing that I find to be extremely interesting is the fact that Nintendo solved the only other issue I had with the switch...  They fixed the kickstand, so now you no longer need to set it on while you're playing SSB on the road with a friend.  

Now let me clarify my position here if you're somebody that plays the switch on the go, this screen is absolutely worth the price of admission.  If you only play it while docked, then this isn't for you.

Now if you're a parent that is on the fence between a switch OLED  and the other two new consoles on the market, then consider this...  There are far more exclusive games already available and worth playing for the switch, here are just a few.

Super Mario Odyssey
Super Smash Brothers
Legend of Zelda, Breath of the Wild
Splatoon 2
Mario Kart 8 Deluxe
Mario Kart Live Home Circuit
Bayonetta 1 &amp; 2
Metroid Prime
Super Mario AllStars
Super Mario Maker 2
Donkey Kong Country Tropical Freeze
Pokemon Snap
Super Mario 3D World
Monster Hunter Generations
Monster Hunter Rise

These are just some of the great games worth playing on this platform and the Switch will be far easier to get this holiday season for sure.

Seriously, take advantage of the trade-in offers for your old switch consoles and buy this if you can get it for retail, it is absolutely worth it.",1,0
3097,Austin,2,"probably good, but i couldn’t use",7 months ago,it broke the second day i had it (joycon drift) and i had to exchange it for another. that one had the same issue.,0,0
3098,LTheHustla,5,Must Have For First Time Switch Owners,1 year ago,"This console has exceeded my expectations. It's versatile, the screen looks beautiful, and it's the same fun that Nintendo has been giving us throughout the years.",0,0
3099,JS2022,5,Switch OLED,2 weeks ago,"I got a launch day switch, it lasted for years but between the dwindling battery life and smaller screen I decided to upgrade. The larger screen alone was worh it to me. The addition of a hardline connector in the back of the system is also a nice addition. No complaints.",0,0
3100,Mortslaw,5,A solid upgrade to the original,4 months ago,"Very impressed with the OLED Switch. There are some nice upgrades over the standard model. The dock has a built in ethernet jack, the speakers are louder, upgraded internal storage from 32GB to 64GB, and the stand is actually decent. The screen however is the real star of the show. I didn't think the LCD screen was bad on my older Switch but the clarity and color from the OLED just blow it out of the water. If you use the Switch handheld at all, it's worth the extra $50. I only have one minor quibble with it and that is with the new stand there is a bit of sharp edge on the bottom of the unit which I notice when holding the Switch. I probably should adjust my grip but it is slightly annoying.",0,0
3101,Favnir,5,Much needed improvement of the older units,1 year ago,"I've been playing this for about a month now and must say that it a slight improvement over the previous model Switch. The better screen is great for handheld, especially if it is being used with the stand and a pro controller. The stand is MUCH better than the original Switch. The old switch had the little stand on one side where this one is nearly the width of the whole unit. I've done some long play sessions on it without it getting too hot or lagging. It's definitely a good improvement over the older Switch I have.",0,0
3102,Anonymous,5,The OLED Screen is BEAUTIFUL!,8 months ago,"My wife and toddler love this versatile little console.  It doesn't offer a ""modern"" set of features like current consoles and the PC, but it's really aimed at the casual gamer crowd.  Nintendo has definitely redeemed themselves with the Switch after the Wii U's flop.  My only real gripe is that the JoyCon battery life leaves a lot to be desired.",0,0
3103,BradNC,5,OLED screen is awesome,1 year ago,"I love everything about this Switch.  The bigger, OLED screen looks amazing.  Metroid Dread has been very fun and looks great.  Worth the extra cost.",0,0
3104,Johnny,5,An improvement in every way.,1 year ago,"Absolutely night and day between this and original Switch. Sound is better, kickstand is actually functional and VERY similar to that found on a microsoft Surface and the Screen is a massive improvement. Previously I would play 99% of the time docked but with the Switch OLED its been 99% portable since launch. I'm sure it will lower as time goes on and the newness wears off but it is still a fantastic improvement. Pictures and Videos on the internet do not do it justice.",1,0
3105,Christmasgift,5,Portable fun for all,2 months ago,Great console and love that you can play on home TV set or take it wherever with the screen included.,0,0
3106,cris714xt,5,fun handheld,1 month ago,i love this console fun littlehandheld i recommend it,0,0
3107,Asero,5,Best screen on the go !,1 month ago,Games look a lot better on this screen ! Can never go back to the old model !,0,0
3108,Pilnic61,5,Now im a handheld only player,11 months ago,Upgraded from launch switch. Much better battery life. Screen is beautiful and turned me to a pure handheld player.,0,0
3109,TKinslow,5,Big Fun for Gamers of All Ages,1 year ago,"I am in love with this console. I was a holdout on the switch. I had multiple people tell me to get one, but i couldn't get past the weaker hardware compared to ps4 and now ps5. however, the first party games offered on switch have reignited my love of gaming and i'm thoroughly enjoying introducing my son to gaming. 

playing games in handheld is a blast and is easily my favorite way to use this console. I've also enjoyed the ability to split joycons for multiplayer. the party games availble on the platform are so great too.",0,0
3110,Brock,5,Great for those wanting a Switch!,6 months ago,"My sister got this actually and she loves it! Does everything she needs it to do. If I didn't already own the original Switch, I'd get one myself. The white looks slick, the screen is very pleasing to the eye and runs quick. Definitely recommend this!",0,0
3111,vichalk,5,"Wow that Screen, a must for Handheld play!",1 year ago,"Upgraded from a launch edition Switch and as someone who primarily plays handheld and not on my TV this was an absolute must. The battery life itself is so far superior that I didn't need to charge during even the longest gaming sessions or trips. But the kicker is the screen, it really is that far superior to the original Switch. It takes existing games to a different experience in handheld mode. If you only play docked on your TV, I'm not sure this offers much in terms of improvement, but handheld players this is a must.",0,0
3112,Lilricemuncher09,5,Absolutely beautiful and worth the upgrade!,10 months ago,The OLED screen is incredible and i love the new white color. It looks very clean and more professional.,0,0
3113,Davicho,5,Beautiful console,3 months ago,"This is a beautiful console"" i got the white one as it looks more modern to me . Love the new screen size and graphics.  Very happy with my purchase",0,0
3114,Victor,5,OLED is beautiful,2 months ago,The OLED screen on this switch looks beautiful. Worth the upgrade from the older switch model,0,0
3115,Keola,5,OLED Switch,1 year ago,The new OLED screen looks simply amazing!  The sound from the speakers are so much more crisper as well.  Love the white color.  Looks nice and sleek.,0,0
3116,spf781,5,Love it!,11 months ago,"I held off on purchasing a Nintendo Switch for a while. I was hoping to get a PS5 or Xbox Series X (is that what the new one is called?), but I'll be retired by the time one of those surfaces. So, I decided to grab a Switch OLED unit instead and I am very happy that I did. The games I have purchased so far are a lot of fun, the screen is good-sized and the games look fantastic. Plus, I love that playback isn't restricted to one's television set.",0,0
3117,KevinMalone,5,OLED is beautiful.,1 year ago,I love it. I had the regular switch since it first came out so I was a little skeptical about getting this if it was worth it. It’s a HUGE upgrade. The screen is beautiful. I want to play everything in handheld mode now because the OLED screen looks better than a tv screen. It also feels a lot more solid. The joys cons don’t wiggle like they do on the regular switch. I sold my old switch and I’m sold on this one. I definitely recommend it. I also like the way Best Buy sold them on opening day to keep scalpers from getting them.,0,0
3118,Batmanlover,5,Still the same but slightly better,11 months ago,Pretty much the same as the regular switch with minor upgrades. The screen is beautiful and is slightly bigger with smaller bezels. It has upgraded speakers for better on the go play. The updated stand is a nice touch. The stand is actually metal instead of plastic and the whole system feels more premium. The physical size of the system is basically the same as the original. If you’re looking for a minor upgrade or to have a second switch for the home it’s worth to grab.,0,0
3119,TheReal1,5,Looks amazing! A Nintendo Switch is a must have.,4 months ago,"My first switch was this OLED model - it’s amazing! I’m kind of upset that I didn’t purchase a Switch earlier, but the improved OLED screen makes up for that!",0,0
3120,Jayson,5,Nintendo Switch,4 months ago,"The OLED edition of the Nintendo Switch feels much nicer than the original version. It has a larger screen, better graphics and colors, and still has the functionallity to be hooked up to the TV.",0,0
3121,HeyItsEddy,5,Get one only if you dont have a switch,3 months ago,My brother has the regular switch and the difference is stunning. Longer battery and just better screen. The touch of white is also very pretty,0,0
3122,Pokethemmons,4,Great update for users of handheld mode.,5 months ago,Great mid life refresh. New screen is large and beautiful. Not worth it though If you don’t use handheld.,0,0
3123,Slacker260,5,Perfect if buying first Switch,7 months ago,"The OLED screen is absolutely beautiful.  This version is the one to get if you are a new Switch owner.  If you're looking to upgrade from the regular Switch it may not be worth it, unless you really want to play in handheld mode with brighter colors and crisper lines.",0,0
3124,Darren,5,"Way, way better than the launch version.",1 month ago,"Major improvement over my launch Switch. The screen is mind blowing, and the battery life is drastically improved. The newer version of the dock is nice also, with the built in LAN capability. Still be wary of the common Joy con issues, which unfortunately Nintendo doesn’t seem to care to fix.",0,0
3125,818HOOPS,5,Endless fun,2 months ago,Great product. Amazing graphics for its size and I love the bigger screen.,0,0
3126,Soduhpop,5,Solid little console for on the go or just at home,8 months ago,"I love this thing, i just wish i had more time to play all the games i got with it! Beautiful picture and easy to set up and play. games are great and they have a lot of non nintendo games as well. big plus is the old nintendo games that you get for free with the online subscription(which is super cheap anyway)",0,0
3127,Doug,5,Worth it in handheld,1 year ago,"If you play in Handheld worth the upgrade. Screen is beautiful. Besides that, it really is the same as the original switch.",0,0
3128,Valentiingz,5,Handheld feels better now,8 months ago,A worthy upgrade from the original Switch. Every game feels refreshed in handheld mode. The screen size increase along with OLED makes things feel “HD”. Colors are definitely more vibrant. Better sound and feels a bit sturdier. Love the Docking station upgrades as well despite it not changing the overall docking experience in-game.,0,0
3129,serrano2002,5,Very fun and worth it,1 week ago,"I bought the switch lite to be portable and then I got a little uncomfortable playing at home, whilst its still good for portable play the oled switch is definately a good upgrade for those seeking for playing with comfort",0,0
3130,Nate,5,Switch OLED,1 year ago,Sleek design and amazing OLED picture quality really sets this handheld console apart from its predecessors!,0,0
3131,Diego,5,Fun with the family,4 months ago,Bought this console to play Mario games with my wife. Needless to say we enjoy it very much! We love playing Mario party on our TV and the quality of the system is quite beautiful.,0,0
3132,Diego,5,Amazing Console,3 months ago,"The last Nintendo product I owned was the Nintendo Wii many years ago. Im incredibly happy with this purchase.

I highly recommend you purchase a Samsung SD card with a strorage space of 500GB - 1TB. You will see that the games you download will eat up storage space like no tomorrow.

Additional purchases I recommend is the Nintendo Pro Controller, a protective screen for the OLED, and a case if you travel.

I have 0 issues with my OLED. Highly recommend.",0,0
3133,Nicholas,5,Great upgrade!,3 months ago,Loving it! The screen a lil bigger and it looks much cleaner. Just like the way it feels on my hand. Would recommend anyone to purchase it,0,0
3134,ChrisAyyy3,5,OLED is life,2 months ago,The OLED screen is a huge difference. The white and black looks very sophisticated.,0,0
3135,Minigamer,5,OLED MAKES A DIFFERENCE,10 months ago,"I must say I was excited to get this. Not because it was the latest model of the Nintendo switch, just the fact that I was able to get it since I wanted one for awhile now. The color on this OLED screen makes all the games POP. The clarity and graphics are crispy clear. The size of the display is a nice upgrade.  Definitely get this! Worth the extra what? $50?! White is pretty clean and appealing.",0,0
3136,Leonnald,5,Switch OLED,7 months ago,"Nearly every thing they changed form the original to the OLED version is something I wanted. Better, louder speakers. Better, wider, firmer kickstand. Slightly larger screen, which is brighter and crisper looking. Built in Ethernet port, at the sacrifice of a USB (worth it).",0,0
3137,SushiBoyGang,5,handheld fun,11 months ago,"I didnt know but the screen is touch screen and the quality is amazing, clean imagine sharp quality",0,0
3138,DunDunDuuuun,5,Great Pick!,11 months ago,Very fun and the screen is beautiful! They use usb-c for the dock and that is a nice surprise!,0,0
3139,Herman,5,Switch oled,3 months ago,Screen in the oled model in handheld makes it all worth it. Specially when is just an extra 50$ compare to the older model.,0,0
3140,imahf39382,5,Looks amazing in handheld mode.,1 year ago,Love the color. Games look amazing in handheld moved. Cant go back to the old switch because games looks so amazing,0,0
3141,RisInSD,5,Tons of fun!,2 weeks ago,"This is so much more fun than I thought it would be! We bought it so that we could complete our console collection. Instead, we've been playing it so much! Kirby and Mario and Sonic....brings this ol' lady back to her kid-hood!",0,0
3142,Kevin,5,Great Upgrade!,3 months ago,Upgraded from day 1 switch. Screen size was a huge upgrade. Colors are amazing and vibrant. Oh and battery life is much better.,0,0
3143,Ernie,5,Nintendo Switch OLED,6 months ago,This is the second Nintendo Switch OLED purchase being the first one was for my grandson and this second one for my other grandson. They both enjoy their consoles especially it has wider screen and graphics are so clear and looks realistic.,0,0
3144,mr41510,5,AMAZING OLED,1 year ago,"just got my hands on this. Its SOO much clearer to view games on the handheld mode. Paired with a pro controller and TV, this is PERFECT for Mario Kart. If you can get it, GET IT!",0,0
3145,Jimmy,5,A noticeable improvement from the original switch,1 year ago,"I love the switch it is super fun to play and has tons of great games. The new oled model has a very noticeably better screen and audio on the device. The Ethernet on the dock is really nice. You can now connect Bluetooth headphones to play wirelessly. 
If you currently have the original switch it probably isn’t worth the upgrade especially if you mostly play with the device docked. But if you don’t have one you will definitely be happy with the purchase.",0,0
3146,Luke,5,Excellent Switch OLED,7 months ago,"This is my first console and I am very happy with it! The Joy-Con design is genius and being able to dock this and and take it anywhere (in a such a portable form factor too) is always a plus. The white color is beautiful as well. Great job, Nintendo!",0,0
3147,RogerR,5,The best Switch out there!,11 months ago,"Got this OLED Switch for my son for Xmas. He absolutely loves it and is so glad I chose the one with the white joy cons. Most of his friends who he games with have the one with the Red and Blue joy cons so that's an added plus. The OLED screen is amazing upgrade from his previous handheld. He permanently rigged up the dock to our 65"" 4K TV in the living room and it works great as well. Highly recommend!",0,0
3148,StevinM,5,My OLED,1 month ago,"Good Product for the whole Family. I've been wanting a switch for years but then Covid hit, and then the shortages made almost impossible. So when the OLED model came out I had to jump at it. Best decision because I love playing my switch. The screen is great and looks good on the go",0,0
3149,Drew,5,Worth an Upgrade,1 year ago,"The OLED version of the switch really is a more premium version of the device. It feels more substantial, and the extra screen real estate is a nice addition. It isnt earth shattering but it is really nice. The only downside is that if you are upgrading, a lot of cases won’t work with this version because of the different size. I’m sure companies will support it soon though.",1,0
3150,CDTxbox,5,Review,1 month ago,"Great compact console. Nintendo online offers plenty of new and nostalgic games for hours/days of gameplay. Love the portability and the compatibility with docking station. OLED doesn’t offer much more than original version, but a nice upgrade on battery life and graphics. Owned all three versions of switch and this is the best.",0,0
3151,Jess,5,Highly recommend,1 month ago,Love the nicer screen for handheld! So much cleaner,0,0
3152,Pinguine,5,Looks great plays well.,7 months ago,Very little differences on the old switch from this one. The basle is smaller which gives the screen it bigger appearance. The OLED gives the game play a crisp look. and the Base of the systems has the ability to connect directly to your router or network hub.,0,0
3153,Jonm,2,Joycon bad,10 months ago,Like the switch but the joycon just slides out and does not lock into place after only 1 month and mostly used on tv with pro controller,0,0
3154,Annie0696,5,What every child wants,3 months ago,"My son loves this .  This is exactly what he wanted.  The screen colors and size are
Great.  Good for vacations",0,0
3155,bash119,5,Perfect gift,1 week ago,"Got this for my niece for her birthday, she loves it. She’s always paying a game or watching videos on YouTube, she doesn’t go anywhere without it and I love that for her. She really enjoys her switch!!",0,0
3156,Anyonymouses,5,Worth it!,1 week ago,This thing is the BOMB dot COM! Worth the upgrade IF you plan on using it in tablet mode most of the time. Otherwise you can go for the original 2gen switch and play it on the TV. Either way its fun!,0,0
3157,Beautiful,5,Beautiful Nintendo,10 months ago,"I love this. I love how large and clear the screen is. Connecting to the TV is easy as well, but for sure get a screen protector and cover for your dock as you don't want to scratch the screen each time you dock to play on tv versus handheld play. Also looking for covers for the white controllers as they will get scratched eventually. Otherwise, great update.",0,0
3158,Phuoc,5,This should have been the launch Switch,10 months ago,"Is it a massive improvement to the OG Switch? No, it's not. Is it worth spending the extra money? Yes, if you mostly play handheld and want the latest and greatest. The large OLED screen is stunning and vibrant. It's unreal how much better it looks than the OG Switch. The kickstand was improved from the flimsy OG one. I also really like the new textured back,",0,0
3159,Darunia134,5,Lovely switch,2 months ago,OLED screen makes the games look beautiful. otherwise same great switch,0,0
3160,NetteR,5,Nintendo switch OLED,8 months ago,It's a good buy. I haven't used the tv option yet but for a handheld game console it's pretty good. I think battery life could last longer but it may be because I put it on sleep mode often instead of turning it off completely. Graphics are pretty good as well. It's better than I expected.,0,0
3161,Jenny,5,Switch,10 months ago,Fun when using it as a handheld device and putting on the big screen,0,0
3162,Picoluvx19,5,Love it,10 months ago,"Love it 
Big screen &amp; look more fun to play 
I well recommended",0,0
3163,ChrisNIN64,5,Looks real good,3 months ago,Worth upgrading if you have the original like I did. The screen looks better in person than you might imagine.,0,0
3164,Paul,5,Excellent Console,10 months ago,"Beautiful graffics, Black colors are very sharp and crisp.",0,0
3165,Chris,4,"The best way to play a 4.5 year old console, but..",1 year ago,"There are two groups of people that this product will appeal to, and as a result two different ways to review it. The first is as someone completely new to Nintendo Switch, and the second as someone who already has an older version. The five star recommendation is for someone who has never had a Switch before, and what I'll be talking about first. 

Nintendo games. Zelda, Mario, Pokémon, Fire Emblem, Xenoblade, Donkey Kong, Metroid, Splatoon, Smash Brothers, etc. You can't buy these games for any other current home console, and it can even be taken on the go with 4-5 hours of battery life. It's not a powerful console by today's standards, but it can still play at HD resolutions 90% of the time. 

The ecosystem is a less endearing. The eShop is cluttered, playing online requires a subscription, and you can't keep any legacy content offered on it - not to mention you may never get to play the old game you want to play at all. As an example, the Nintendo 64 system just got its first games on the platform over four and half years after it launched, and still has bugs. For N64, it's also an additional charge to the NES and SNES games. So not great. 

Overall, the Nintendo Switch's best qualities are its enormous library of incredible exclusive games, and the flexibility to play anywhere or any way you want to. Its biggest liabilities are a greedy parent company that knows many of its fans will be willing to pay any price for their services on their terms, and a relative lack of console power. There are reasons to be excited for Switch, but there are certainly aspects of its ecosystem that could be much better. 

For people that already own a Nintendo Switch, this version does not change much - especially when playing on the TV. I don't recommend getting it if you already have a Switch, unless you really don't mind the small upgrade and full price new console. This version adds a larger 720p OLED screen, doubles the storage, and changes a few things on the console structurally. The new Dock has a native ethernet port, however this will be available as a standalone purchase at another time. 

Specs of this console
Screen: Samsung AMS699VC01
CPU/GPU: NVIDIA ODNX10-A1 (Custom TegraX1 Processor)
RAM: 4GB Dual-Channel LPDDR4X RAM
Storage: 64GB eMMC  (Samsung KLMCG4JETD-B041)",3,0
3166,AmityCramity,5,Big and Bright,4 months ago,"The screen is amazing, its bigger and brighter, the colours are perfect and everything. The increased storage is fantastic too.",0,0
3167,FoxH,5,A decent upgrade,2 months ago,The white color of it is very nice and the screen looks good,0,0
